chid,chnm,bound_provenance,n_biofam_tested,n_biofam_active,n_biofam_separated,frac_tested_active,frac_tested_separated,family_loss
21282,Streptozotocin,default,15,1,1,0.06666666666666667,0.06666666666666667,0
21621,2-Methylbutanoic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
24346,"1,2,4-Tribromobenzene",estimated,15,4,0,0.26666666666666666,0.0,4
24670,"1,2,3,4-Butanetetracarboxylic acid",default,15,1,1,0.06666666666666667,0.06666666666666667,0
25492,1-Chlorododecane,estimated,15,5,0,0.3333333333333333,0.0,5
26120,"3,3',5,5'-Tetramethylbenzidine",default,15,7,7,0.4666666666666667,0.4666666666666667,0
27512,Bis[2-(dimethylamino)ethyl]ether,estimated,15,3,1,0.2,0.06666666666666667,2
29166,Sodium 6-hydroxynaphthalene-2-sulfonate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
29201,Potassium 6-hydroxynaphthalene-2-sulfonate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
31591,Methoxyacetic acid,default,15,4,4,0.26666666666666666,0.26666666666666666,0
40697,"2,6-Dichlorotoluene",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44696,3-{[3-(Aziridin-1-yl)propanoyl]oxy}-2-({[3-(aziridin-1-yl)propanoyl]oxy}methyl)-2-(hydroxymethyl)propyl 3-(aziridin-1-yl)propanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44765,3-Phenyl-2-propen-1-yl acetate,default,15,3,3,0.2,0.2,0
44816,"(2Z)-3,7-Dimethylocta-2,6-dienenitrile",default,15,3,3,0.2,0.2,0
44871,1-(2-Isocyanatopropan-2-yl)-3-(prop-1-en-2-yl)benzene,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44909,Dimethoxy(methyl)phenylsilane,default,15,3,3,0.2,0.2,0
40732,4-Chlorophenyl isocyanate,estimated,15,6,1,0.4,0.06666666666666667,5
44604,"1,4-Bis[(ethenyloxy)methyl]cyclohexane",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44716,1-Cyclohexylpyrrolidin-2-one,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44767,2-(2-Pyridyl)ethanol,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44832,"1,1-Dimethoxy-3,7-dimethylocta-2,6-diene",default,15,2,2,0.13333333333333333,0.13333333333333333,0
41803,Copper(I) iodide,default,15,7,7,0.4666666666666667,0.4666666666666667,0
44573,2-(2-Methylbutan-2-yl)cyclohexyl acetate,estimated,15,4,0,0.26666666666666666,0.0,4
44747,N-Butylphosphorothioic triamide,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44769,Cyclamen aldehyde,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44873,Decyl prop-2-enoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44927,Bis(2-ethylhexyl) phosphonate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
29364,4-Methoxy-2-methyl-N-phenylaniline,estimated,15,9,3,0.6,0.2,6
44413,1-Ethyl-2-pyrrolidinone,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44574,"2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44616,Tetrabutylphosphonium chloride,estimated,15,4,3,0.26666666666666666,0.2,1
44750,4-Methoxy-2-nitroaniline,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44770,4-Methoxybenzyl acetate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44794,4-(Hydroxymethyl)-4-methyl-1-phenylpyrazolidin-3-one,default,15,6,6,0.4,0.4,0
44882,Di(ethylene glycol) dimethacrylate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
30162,2-Acetylthiazole,default,15,3,3,0.2,0.2,0
37584,Pentachloroaniline,default,15,3,3,0.2,0.2,0
44440,"2,6-Di(butan-2-yl)phenol",estimated,15,7,1,0.4666666666666667,0.06666666666666667,6
44577,Calcium bromide,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44620,"Trimethyl benzene-1,2,4-tricarboxylate",default,15,3,3,0.2,0.2,0
44753,"2,6-Dimethylhept-5-enal",default,15,3,3,0.2,0.2,0
44799,2-tert-Butylcyclohexanol,estimated,15,1,0,0.06666666666666667,0.0,1
44848,N-(Isobutoxymethyl)acrylamide,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44883,Butane-1-sulfonyl chloride,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44960,"1,3-Propanediol, bis(4-aminobenzoate)",estimated,15,8,1,0.5333333333333333,0.06666666666666667,7
31460,1-Butyl-1-methylpyrrolidinium chloride,default,15,3,3,0.2,0.2,0
44580,Pentaerythritol allyl ether,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44644,N-Isopropylphthalimide,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44776,2-Cyanoethyl prop-2-enoate,estimated,15,6,1,0.4,0.06666666666666667,5
44826,"3,7-Dimethyloctanal",default,15,3,3,0.2,0.2,0
44853,"Trisodium 2,4,6-trithioxo-1,3,5-triazinane-1,3,5-triide",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44552,Aluminum hydroxide acetate (1:1:2),default,15,3,3,0.2,0.2,0
44658,"1H-Isoindole-1,3(2H)-diimine",estimated,15,8,2,0.5333333333333333,0.13333333333333333,6
44757,3-Methylbutyl 3-methylbutanoate,estimated,15,2,0,0.13333333333333333,0.0,2
44777,2-Hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44809,"3,7-Dimethyloct-6-en-3-ol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44827,Propylene glycol diacetate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44868,"N-(2,4-Dimethylphenyl)acetamide",default,15,1,1,0.06666666666666667,0.06666666666666667,0
44898,4-Ethenylphenyl acetate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
44976,"2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
31462,N-Butylpyridinium chloride,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44560,"5-Bromo-5-nitro-1,3-dioxane",estimated,15,11,2,0.7333333333333333,0.13333333333333333,9
44587,3-[Ethyl(phenyl)amino]propanenitrile,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44689,N-(4-Methoxyphenyl)-3-oxobutanamide,estimated,15,3,0,0.2,0.0,3
44779,"1,4-Butanediol diacrylate",estimated,15,7,4,0.4666666666666667,0.26666666666666666,3
44830,2-Hydroxy-2-methylpropiophenone,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44870,"Butane-1,4-diyl bis(2-methylprop-2-enoate)",default,15,4,4,0.26666666666666666,0.26666666666666666,0
44905,"2,2,6,6-Tetramethyl-4-piperidone 1-nitroxide",default,15,2,2,0.13333333333333333,0.13333333333333333,0
44983,2-(2-Ethoxyethoxy)ethyl acrylate,default,15,3,3,0.2,0.2,0
44985,{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47000,"1,2-Bis(2-chloroethoxy)ethane",default,15,3,3,0.2,0.2,0
47068,"cis-3,7-Dimethyl-2,6-octadien-1-yl acetate",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47086,(E)-2-Nonenal,estimated,15,6,0,0.4,0.0,6
47142,beta-Cyclocitral,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44986,"3,6,9,12-Tetraoxatetradeca-1,13-diene",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47001,Phenylacetaldehyde dimethyl acetal,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47045,Longifolene,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47058,Ethyl levulinate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47071,2-Methylphenethyl alcohol,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47087,Methyl 2-methoxybenzoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47098,3-Phenylbutyraldehyde,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47126,Ethyl o-anisate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47164,delta-Octanolactone,default,15,3,3,0.2,0.2,0
47188,2-Cyclohexylethyl acetate,default,15,3,3,0.2,0.2,0
47031,Tribenzylamine,default,15,7,7,0.4666666666666667,0.4666666666666667,0
47046,Butyl 2-methylbutyrate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47059,Butyrophenone,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47072,"3,5,5-Trimethyl-2-cyclohexen-1-ol",default,15,3,3,0.2,0.2,0
47099,6-Hexyltetrahydro-2H-pyran-2-one,default,15,6,6,0.4,0.4,0
47115,"3,7-Dimethylocta-2,6-dienoic acid",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47129,Methyl geranate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47152,Geranyl butyrate,estimated,15,4,0,0.26666666666666666,0.0,4
47165,Methyl benzodioxepinone,default,15,3,3,0.2,0.2,0
47189,Decyl acetate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47032,(-)-alpha-Cedrene,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47050,Nootkatone,estimated,15,5,2,0.3333333333333333,0.13333333333333333,3
47074,Isobutyl benzoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47088,beta-Homocyclocitral,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47104,"trans,cis-2,6-Nonadienal",default,15,4,4,0.26666666666666666,0.26666666666666666,0
47116,(-)-Isopulegol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47130,Benzyl (2E)-2-methylbut-2-enoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47158,2-Heptanol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47166,4-(4-Methoxyphenyl)-2-butanone,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47190,gamma-Dodecalactone,default,15,5,5,0.3333333333333333,0.3333333333333333,0
44996,"3,3,5-Trimethylcyclohexanone",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47034,"(2E,6Z)-1,1-diethoxynona-2,6-diene",default,15,5,5,0.3333333333333333,0.3333333333333333,0
47051,Ocimene-Limonene mixture,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47061,Heptadecane,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47078,(S)-Limonene,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47091,1-Phenylethyl propionate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47105,2-Methoxy-4-methylphenol,estimated,15,4,0,0.26666666666666666,0.0,4
47117,Ytterbium(III) chloride,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47131,3-Methyl-2-butenyl benzoate,estimated,15,2,0,0.13333333333333333,0.0,2
47159,p-Tolyl isovalerate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47169,5-Methyl-2-thiophenecarboxaldehyde,estimated,15,3,0,0.2,0.0,3
47038,4-Ethyl-2-methoxyphenol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47052,Valencene,default,15,5,5,0.3333333333333333,0.3333333333333333,0
47092,cis-Jasmone,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47106,Citronellic acid,default,15,3,3,0.2,0.2,0
47120,"4'-tert-Butyl-2',6'-dimethylacetophenone",estimated,15,3,0,0.2,0.0,3
47136,Bromopentafluorobenzene,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47174,Bis(2-butoxyethyl) phthalate,estimated,15,6,2,0.4,0.13333333333333333,4
47192,"trans-2,cis-6-Nonadien-1-ol",default,15,4,4,0.26666666666666666,0.26666666666666666,0
44998,Fluxofenim,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47042,alpha-Irone,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47053,(R)-alpha-Phellandrene,estimated,15,4,1,0.26666666666666666,0.06666666666666667,3
47081,2-tert-Butylcyclohexanone,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47093,Methyl 2-octynoate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47107,"3,5,5-Trimethylhexanal",default,15,3,3,0.2,0.2,0
47123,Nonyl acetate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47139,5-Cyclohexadecen-1-one,estimated,15,8,4,0.5333333333333333,0.26666666666666666,4
47184,"2,3,5-Trimethylphenol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
47193,Rhodinol,default,15,4,4,0.26666666666666666,0.26666666666666666,0
46567,4-Tolyl acetate,default,15,3,3,0.2,0.2,0
47044,Ethyl dodecanoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47055,"2,6,10,10-Tetramethyl-1-oxaspiro[4.5]dec-6-ene",default,15,4,4,0.26666666666666666,0.26666666666666666,0
47066,"2,3-Hexanedione",default,15,2,2,0.13333333333333333,0.13333333333333333,0
47082,3-sec-Butyl-2-methoxypyrazine,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47094,Ethyl benzoylacetate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47124,Heptyl acetate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47141,Cyclopentadecanone,estimated,15,7,0,0.4666666666666667,0.0,7
47161,"4-(1,3-Benzodioxol-5-yl)butan-2-one",default,15,2,2,0.13333333333333333,0.13333333333333333,0
47186,Isobutyl salicylate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47195,p-Mentha-8-thiol-3-one,estimated,15,3,0,0.2,0.0,3
47405,Citronellyl butyrate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47416,2-methyl-6-methylideneoct-7-en-2-yl acetate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47444,"6-Methyl-1,2,3,4-tetrahydroquinoline",default,15,5,5,0.3333333333333333,0.3333333333333333,0
47519,Hexyl isobutyrate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47560,(3Z)-Hex-3-en-1-yl hexanoate,estimated,15,2,0,0.13333333333333333,0.0,2
47582,Hexyl propanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47601,"1,1-Dimethylphenylethanol",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47618,4-Pentanolide,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47643,1-Cyclohexylethanol,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47655,Octanenitrile,default,15,3,3,0.2,0.2,0
47700,(Z)-5-Octen-1-ol,estimated,15,1,0,0.06666666666666667,0.0,1
47408,"Methyl 3,7-dimethyloct-6-enoate",default,15,4,4,0.26666666666666666,0.26666666666666666,0
47419,5-Methyl-2-phenyl-2-hexenal,estimated,15,5,1,0.3333333333333333,0.06666666666666667,4
47547,Hydroxycitronellal dimethyl acetal,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47562,(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47584,2-Phenylethyl hexanoate,default,15,3,3,0.2,0.2,0
47603,Benzyl 3-methylbutanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47622,Oxacycloheptadecan-2-one,estimated,15,5,0,0.3333333333333333,0.0,5
47644,Isoquinoline,default,15,3,3,0.2,0.2,0
47656,9-Decen-1-ol,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47702,2-Propylphenol,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47199,2-Methoxy-4-propylphenol,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47410,Linalyl cinnamate,estimated,15,7,2,0.4666666666666667,0.13333333333333333,5
47420,4-(4-Hydroxy-3-methoxyphenyl)-2-butanone,default,15,6,6,0.4,0.4,0
47567,2-Phenylethyl 2-methylbutanoate,default,15,3,3,0.2,0.2,0
47585,(3Z)-Hex-3-en-1-yl 2-methylpropanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47604,2-Phenylethyl butanoate,estimated,15,1,0,0.06666666666666667,0.0,1
47623,Dihexyl nonanedioate,default,15,3,3,0.2,0.2,0
47645,Methyl 4-methoxybenzoate,default,15,3,3,0.2,0.2,0
47659,Methyl 3-nonenoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47703,2-Methyl-4-oxo-4H-pyran-3-yl isobutyrate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47200,Dihydro-beta-ionone,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47411,3-Phenylpropyl cinnamate,default,15,5,5,0.3333333333333333,0.3333333333333333,0
47422,1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one,default,15,3,3,0.2,0.2,0
47464,2-Ethyl-3-methylpyrazine,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47570,"rel-(1S,5S)-3,3,5-Trimethylcyclohexanol",default,15,2,2,0.13333333333333333,0.13333333333333333,0
47587,(6Z)-Non-6-en-1-ol,default,15,3,3,0.2,0.2,0
47605,Phenethyl cinnamate,default,15,8,8,0.5333333333333333,0.5333333333333333,0
47624,Butyl undec-10-enoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47646,Isobutyl 3-phenylacrylate,default,15,5,5,0.3333333333333333,0.3333333333333333,0
47667,2-Tridecenenitrile,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47705,12-Oxahexadecanolide,estimated,15,7,0,0.4666666666666667,0.0,7
47424,"1,1'-Bi(cyclohexyl)-2-one",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47490,Linalyl isobutyrate,default,15,3,3,0.2,0.2,0
47551,epsilon-Decalactone,default,15,3,3,0.2,0.2,0
47574,"3,7-Dimethylocta-1,6-dien-3-yl propanoate",default,15,4,4,0.26666666666666666,0.26666666666666666,0
47589,6-Amyl-alpha-pyrone,default,15,3,3,0.2,0.2,0
47608,3-Phenylprop-2-en-1-yl 2-methylpropanoate,default,15,3,3,0.2,0.2,0
47647,3-Phenyl-2-propen-1-yl 3-phenylacrylate,default,15,5,5,0.3333333333333333,0.3333333333333333,0
47682,4-Cyclohexyl-4-methyl-pentan-2-one,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47706,"2-Methyl-4-propyl-1,3-oxathiane",default,15,1,1,0.06666666666666667,0.06666666666666667,0
47202,alpha-Farnesene,default,15,5,5,0.3333333333333333,0.3333333333333333,0
47413,Geranyl tiglate,default,15,6,6,0.4,0.4,0
47437,alpha-Hexyl-gamma-butyrolactone,default,15,3,3,0.2,0.2,0
47508,Salicylic acid p-tolyl ester,default,15,6,6,0.4,0.4,0
47552,Hexyl hexanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47591,Allyl-alpha-ionone,estimated,15,5,1,0.3333333333333333,0.06666666666666667,4
47609,4-Hydroxyoctanoic acid lactone,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47636,Hexyl octanoate,estimated,15,2,0,0.13333333333333333,0.0,2
47648,3-Phenylpropyl acetate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47684,Phenethyl 2-methylcrotonate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47713,Anisyl propionate,default,15,3,3,0.2,0.2,0
47203,2-Phenoxyethyl propanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47414,"Hexa-2,4-dienyl isobutyrate",estimated,15,7,2,0.4666666666666667,0.13333333333333333,5
47440,4-Isopropylbenzonitrile,estimated,15,1,0,0.06666666666666667,0.0,1
47554,(3Z)-Hex-3-en-1-yl benzoate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47593,alpha-Phellandrene,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47610,3-Phenylpropanal,default,15,4,4,0.26666666666666666,0.26666666666666666,0
47639,Methyl 2-nonynoate,default,15,3,3,0.2,0.2,0
47651,Ethyl nonanoate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47686,(3aR)-(+)-Sclareolide,estimated,15,9,1,0.6,0.06666666666666667,8
47717,4-Methyl-1-phenylpentan-2-ol,default,15,3,3,0.2,0.2,0
47399,Cashmeran,estimated,15,3,1,0.2,0.06666666666666667,2
47415,Ethyl linalool,default,15,3,3,0.2,0.2,0
47443,3-Methoxy-5-methylphenol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47511,Ethyl hexadecanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47559,Hexyl butyrate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47599,Hexyl 2-methylbutanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47617,2-Isopropyl-5-methylanisole,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47654,Ethyl tetradecanoate,default,15,1,1,0.06666666666666667,0.06666666666666667,0
47697,Naphthalen-2-yl 2-aminobenzoate,estimated,15,8,4,0.5333333333333333,0.26666666666666666,4
44896,"1,3,5-Tris[3-(trimethoxysilyl)propyl]-1,3,5-triazinane-2,4,6-trione",default,15,3,3,0.2,0.2,0
23815,Dibromoacetic acid,default,15,2,2,0.13333333333333333,0.13333333333333333,0
58655,BPS-MPE4,estimated,14,7,4,0.5,0.2857142857142857,3
47135,2-Methylbenzenethiol,default,15,5,5,0.3333333333333333,0.3333333333333333,0
47179,Isocetyl stearate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47128,"3,3-Dimethylallyl acetate",default,15,2,2,0.13333333333333333,0.13333333333333333,0
27834,2-Carboxyethyl acrylate,default,15,3,3,0.2,0.2,0
20841,Methyl hesperidin,default,15,1,1,0.06666666666666667,0.06666666666666667,0
29286,"1,1,2,2-(4,4',4'',4'''-Tetraglycidyloxyphenyl)ethane",estimated,15,8,6,0.5333333333333333,0.4,2
44843,C.I. Solvent Red 140,estimated,15,10,1,0.6666666666666666,0.06666666666666667,9
24674,2-(2-Butoxyethoxy)ethyl thiocyanate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
21998,Dibutyl butanedioate,default,15,3,3,0.2,0.2,0
28967,2-Chloro-5-trichloromethylpyridine,default,15,4,4,0.26666666666666666,0.26666666666666666,0
21002,N-Methyl-4-nitro-N-nitrosobenzenamine,default,15,5,5,0.3333333333333333,0.3333333333333333,0
22305,4-tert-Butylstyrene,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44445,4-Bromobenzyl bromide,default,15,3,3,0.2,0.2,0
44721,2-(Dimethylamino)-2-methylpropan-1-ol,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47406,Eugenyl phenylacetate,default,15,5,5,0.3333333333333333,0.3333333333333333,0
20697,"1-O-Hexyl-2,3,5-trimethylhydroquinone",estimated,15,11,4,0.7333333333333333,0.26666666666666666,7
23471,Physostigmine,default,15,7,7,0.4666666666666667,0.4666666666666667,0
27981,"4-Amino-6-tert-butyl-3-thioxo-3,4-dihydro-1,2,4-triazin-5(2H)-one",default,15,3,3,0.2,0.2,0
47029,Perfluorotetradecahydrophenanthrene,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44849,"3-Amino-1,2,4-triazole-5-thiol",default,15,4,4,0.26666666666666666,0.26666666666666666,0
42269,Phenkapton,default,15,1,1,0.06666666666666667,0.06666666666666667,0
22307,Chloromethyl styrene,default,15,5,5,0.3333333333333333,0.3333333333333333,0
21962,N-Phenyl diethanolamine,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44700,"N,N,N,N',N',N'-Hexamethylhexane-1,6-diaminium dichloride",default,14,3,3,0.21428571428571427,0.21428571428571427,0
21305,(R)-Tegafur,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44342,Spirotetramat,default,15,6,6,0.4,0.4,0
40284,Chlorfenac,default,15,3,3,0.2,0.2,0
44371,4-Morpholinepropanesulfonic acid,default,15,1,1,0.06666666666666667,0.06666666666666667,0
41654,2-Ethylhexyl benzoate,default,15,6,6,0.4,0.4,0
40699,"p,p'-DDA",default,15,5,5,0.3333333333333333,0.3333333333333333,0
21938,1-Bromooctane,default,15,2,2,0.13333333333333333,0.13333333333333333,0
40693,Acetyl-L-carnitine hydrochloride,default,15,1,1,0.06666666666666667,0.06666666666666667,0
21022,"1,1′-(Nitrosoimino)bis[2-propanone]",default,15,1,1,0.06666666666666667,0.06666666666666667,0
20629,"N-(2-Fluorenyl)-2,2,2-trifluoroacetamide",default,15,8,8,0.5333333333333333,0.5333333333333333,0
20509,"5,5-Dimethylbarbituric acid",estimated,15,2,0,0.13333333333333333,0.0,2
44835,4-{2-Oxo-2-[3-(trifluoromethyl)phenyl]ethyl}benzonitrile,estimated,15,7,2,0.4666666666666667,0.13333333333333333,5
20357,Cyclocytidine,estimated,15,4,4,0.26666666666666666,0.26666666666666666,0
41809,Cyclamic acid,default,15,3,3,0.2,0.2,0
20631,4'-Fluoro-4-aminodiphenyl,default,15,7,7,0.4666666666666667,0.4666666666666667,0
40274,Dichlofenthion,default,15,6,6,0.4,0.4,0
44886,"5,5'-Bi-2-benzofuran-1,1',3,3'-tetrone",estimated,15,6,0,0.4,0.0,6
34762,"1,3-Bis(4-nitrophenyl)urea 4,6-dimethylpyrimidin-2-ol (1:1)",estimated,14,3,1,0.21428571428571427,0.07142857142857142,2
44535,Sodium 2-anthraquinonesulfonate,default,15,4,4,0.26666666666666666,0.26666666666666666,0
21214,Purpurin,estimated,15,8,2,0.5333333333333333,0.13333333333333333,6
22193,Benzyl methacrylate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44676,2-(Dodecyloxy)ethanol,estimated,15,6,0,0.4,0.0,6
26130,Tetrapropylammonium bromide,default,15,1,1,0.06666666666666667,0.06666666666666667,0
44215,Pantoprazole sodium,default,15,5,5,0.3333333333333333,0.3333333333333333,0
24100,Ethyl phthalyl ethyl glycolate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
47426,dl-Carvone,default,15,2,2,0.13333333333333333,0.13333333333333333,0
40800,Etidronic acid monohydrate,estimated,15,3,0,0.2,0.0,3
44527,"Ethane-1,2-diyl bis(sulfanylacetate)",default,15,6,6,0.4,0.4,0
44543,"Disodium 3-hydroxynaphthalene-2,7-disulfonate",default,15,4,4,0.26666666666666666,0.26666666666666666,0
29534,"2,3-Dichloro-5-(trichloromethyl)pyridine",estimated,15,6,2,0.4,0.13333333333333333,4
32314,"4,4-Dimethyl oxazolidine",default,14,2,2,0.14285714285714285,0.14285714285714285,0
21040,N-Nitrosohexamethyleneimine,default,15,3,3,0.2,0.2,0
41439,2-Methylanthraquinone,default,15,7,7,0.4666666666666667,0.4666666666666667,0
38770,Zinc acetate,default,15,3,3,0.2,0.2,0
46999,"2,6-Dimethoxybenzoic acid",estimated,15,2,0,0.13333333333333333,0.0,2
44465,"2,4-Diaminobenzenesulfonic acid",default,15,1,1,0.06666666666666667,0.06666666666666667,0
28492,C12-16-Alkylbenzyldimethylammonium chlorides,estimated,14,11,6,0.7857142857142857,0.42857142857142855,5
44368,Dodecanoyl chloride,estimated,14,5,0,0.35714285714285715,0.0,5
29251,Monomethyl maleate,default,15,2,2,0.13333333333333333,0.13333333333333333,0
44500,Dodecane-1-sulfonyl chloride,default,14,2,2,0.14285714285714285,0.14285714285714285,0
22284,2-Butanamine,default,15,2,2,0.13333333333333333,0.13333333333333333,0
22172,Aminocarb,default,15,7,7,0.4666666666666667,0.4666666666666667,0
42440,Teflubenzuron,default,15,3,3,0.2,0.2,0
41672,Diethyl dithiobis(thionoformate),default,15,5,5,0.3333333333333333,0.3333333333333333,0
44461,5-Methyl-2-(1-methylethenyl)cyclohexanol,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44690,"1,1'-[Ethane-1,2-diylbis(oxy)]bis(3-methylbenzene)",default,15,4,4,0.26666666666666666,0.26666666666666666,0
